visitorid,itemid
6,65273
150,452955
155,181405
155,224623
155,368372
155,389974
155,41882
155,442601
155,452082
172,10034
172,465522
172,465522
177,6073
186,49029
264,161949
264,459835
299,149253
302,463280
318,133814
363,290999
379,320130
416,232172
419,19278
420,178480
420,187848
420,304558
420,357779
420,395273
420,395273
420,55239
420,5951
539,94371
539,94371
588,250345
627,414182
645,37029
648,207125
745,246164
745,246164
795,207825
845,351530
878,283916
904,267461
914,382946
918,222888
918,222888
964,430113
1032,243949
1117,290555
1130,115323
1159,337777
1203,30024
1212,338660
1399,136523
1399,136523
1427,3024
1480,325852
1626,85774
1634,21838
1634,21838
1634,869
1634,869
1634,869
1634,869
1641,348478
1654,123555
1658,91888
1695,299770
1715,335351
1732,267977
1742,225612
1765,330469
1765,330469
1920,280342
1936,369447
2004,132772
2019,328869
2019,393144
2019,445559
2090,108491
2114,342264
2133,137697
2216,308764
2242,402047
2248,171645
2249,88126
2277,353221
2326,87702
2468,181948
2519,413125
2572,349796
2572,349796
2598,183087
2598,183087
2603,138613
2603,335356
2623,54915
2646,360487
2656,82576
2656,82576
2732,51650
2754,7449
2943,301345
2961,108657
2961,108657
2978,365889
2985,290126
2985,307306
2985,427103
2985,431178
3007,145403
3048,331032
3050,205830
3057,57810
3104,342086
3104,346661
3171,339976
3172,454818
3174,45420
3218,404188
3251,97661
3258,19278
3258,19278
3258,19278
3258,192948
3258,353548
3258,353548
3265,254193
3265,400707
3396,351841
3404,7642
3429,226670
3429,226670
3465,114485
3465,434048
3465,8523
3581,220793
3641,262826
3827,26678
3827,26678
3847,388002
3868,194593
3868,194593
3896,407518
3926,187379
3926,323347
3926,323347
3936,172894
3936,61237
4034,189265
4061,69754
4101,104752
4101,170353
4101,228066
4101,400859
4113,231807
4115,403576
4115,98467
4115,98467
4167,19318
4241,340794
4249,160127
4270,465511
4284,101156
4317,275625
4348,389814
4368,258208
4387,262826
4419,104560
4492,56782
4525,298190
4537,166106
4537,166106
4537,166106
4543,33913
4606,112065
4606,75961
4608,326220
4608,442003
4608,443647
4682,256721
4694,138314
4694,371724
4716,408737
4739,110428
4739,112452
4739,120008
4739,153274
4739,218249
4739,21863
4739,225308
4739,231632
4739,237578
4739,281727
4739,288638
4739,323068
4739,435724
4739,444821
4739,447158
4739,464967
4739,63499
4773,455911
4809,461686
4847,102346
4847,62283
4899,46156
4960,185994
4960,461538
4960,461710
5038,346341
5038,379934
5042,127634
5042,127634
5042,138443
5061,102209
5079,322342
5089,206308
5117,241061
5207,37174
5321,234657
5321,463347
5322,335235
5344,116669
5344,264179
5344,336393
5362,252314
5398,174189
5417,181541
5417,181541
5417,305385
5423,32937
5427,314801
5477,73311
5527,364008
5537,357978
5544,461686
5546,108817
5703,186214
5703,295495
5708,299038
5803,190293
5809,77562
5862,414547
5939,379294
5973,12217
5977,138196
6029,294267
6125,291728
6167,130113
6170,102713
6170,125499
6170,125499
6170,138873
6170,156955
6170,181057
6170,198508
6170,205616
6170,205616
6170,209129
6170,213715
6170,293108
6170,298759
6170,346197
6170,359464
6170,378839
6170,395672
6170,400059
6170,422159
6170,446098
6170,447200
6170,452013
6170,48691
6170,65135
6170,92829
6170,94430
6180,361443
6190,7943
6323,235771
6330,244179
6390,158666
6390,98425
6394,48141
6427,183756
6431,360922
6468,108343
6468,289096
6468,378760
6468,65273
6516,162139
6561,91873
6618,49967
6664,265251
6670,106741
6670,24734
6699,20934
6699,210087
6699,217673
6699,232129
6699,280375
6699,401285
6699,51354
6699,73602
6750,461190
6780,466008
6796,315545
6855,465522
6864,154485
6864,433272
6911,382437
6952,108924
6952,19789
6952,461686
6955,83837
6958,130771
6958,130771
6958,130771
6958,130771
6958,130771
6958,130771
6958,130771
6958,130771
6958,130771
6958,130771
6958,130771
6958,130771
6958,130771
6958,130771
6958,130771
6958,130771
6958,130771
6958,130771
6958,180644
6958,180644
6958,184011
6958,184011
6958,184011
6958,184011
6958,184011
6958,184011
6958,184011
6958,184011
6958,184011
6958,184011
6958,184011
6958,184011
6958,184011
6958,184011
6958,184011
6958,184011
6958,184011
6958,184011
6958,184011
6958,184011
6958,184011
6958,184011
6958,184011
6958,184011
6958,184011
6958,184011
6958,187200
6958,187200
6958,187200
6958,187200
6958,187200
6958,187200
6958,187200
6958,187200
6958,187200
6958,187200
6958,187200
6958,187200
6958,187200
6958,187200
6958,187200
6958,187200
6958,187200
6958,187200
6958,187200
6958,187200
6958,225559
6958,225559
6958,235285
6958,235285
6958,235285
6958,236652
6958,236652
6958,268049
6958,268049
6958,268049
6958,268049
6958,268049
6958,268049
6958,268049
6958,268049
6958,320790
6958,320790
6958,320790
6958,320790
6958,332769
6958,332769
6958,332769
6958,332769
6958,332769
6958,332769
6958,332769
6958,332769
6958,332769
6958,339822
6958,339822
6958,339822
6958,339822
6958,339822
6958,339822
6958,339822
6958,339822
6958,339822
6958,339822
6958,339822
6958,339822
6958,339822
6958,339822
6958,339822
6958,339822
6958,339822
6958,339822
6958,339822
6958,339822
6958,339822
6958,339822
6958,339822
6958,339822
6958,366667
6958,366667
6958,366667
6958,366667
6958,366667
6958,374855
6958,374855
6958,374855
6958,374855
6958,374855
6958,374855
6958,374855
6958,374855
6958,374855
6958,374855
6958,374855
6958,374855
6958,374855
6958,374855
6958,374855
6958,374855
6958,374855
6958,374855
6958,374855
6958,374855
6958,374855
6958,374855
6958,374855
6958,374855
6958,374855
6958,398488
6958,398488
6958,398488
6958,398488
6958,398488
6958,398488
6958,431417
6958,431417
6958,431417
6958,431417
6958,431417
6958,431417
6958,431417
6958,431417
6958,431417
6958,431417
6958,431417
6958,431417
6958,431417
6958,431417
6958,431417
6958,431417
6958,431417
6958,431417
6958,431417
6958,431417
6958,431417
6958,431417
6958,431417
6958,431417
6958,431417
6958,431417
6958,431417
6958,431417
6958,431417
6958,48557
6958,48557
7016,32591
7016,411039
7030,322078
7030,322078
7030,353515
7166,61273
7236,369933
7244,175662
7244,199018
7247,464162
7247,91739
7287,151234
7287,223196
7300,387652
7315,11279
7330,248440
7343,102327
7355,193032
7415,117788
7429,395656
7457,406529
7511,288078
7543,112197
7633,7943
7720,96940
7824,380118
7845,127939
7845,153040
7967,211418
7969,88032
8021,418560
8031,64951
8036,161785
8043,211418
8043,350384
8053,187549
8078,183511
8083,235639
8091,412371
8197,316753
8284,299341
8293,347641
8319,366450
8359,232188
8393,146572
8393,212767
8393,400940
8411,392689
8411,99296
8483,358845
8516,248569
8605,386324
8626,997
8629,111306
8644,131118
8644,292484
8644,383409
8644,417085
8644,443875
8644,458803
8670,358594
8726,158314
8731,16633
8731,305675
8780,30439
8847,254655
8876,40990
8881,61303
8914,214332
8914,214332
8930,161623
8952,338660
8960,276883
9010,21320
9076,322124
9079,224862
9079,392618
9099,330786
9112,281003
9133,69333
9145,283100
9145,283100
9145,350790
9145,350790
9145,408059
9145,408059
9145,425458
9145,425458
9145,59399
9155,164683
9155,431290
9233,119538
9352,336578
9385,432503
9401,255708
9455,392311
9473,300075
9498,74117
9519,416530
9618,334007
9661,62275
9708,228644
9882,198209
10023,23762
10023,51969
10025,316243
10113,151703
10162,146661
10162,146661
10212,46971
10248,232917
10252,150103
10253,147609
10253,205830
10253,229261
10253,294076
10265,384470
10272,101223
10306,190606
10369,334432
10375,218646
10378,166693
10378,350384
10387,303167
10397,181045
10423,442080
10423,442080
10423,86598
10443,96233
10520,330305
10539,256513
10554,297886
10583,197862
10583,400859
10666,91998
10670,419736
10670,419736
10677,123650
10685,83168
10857,207622
10857,397791
10867,291409
10871,393926
10884,273198
10893,312414
11055,161478
11055,214571
11061,55627
11061,55627
11087,289922
11172,314579
11187,76426
11193,264297
11193,446542
11209,131609
11209,185741
11209,272649
11209,272649
11209,387913
11248,258058
11248,29196
11248,312728
11248,409804
11261,361288
11287,90293
11333,166100
11333,303617
11333,403302
11363,231599
11392,110517
11438,82896
11462,179271
11508,186228
11523,122456
11523,122456
11523,122456
11523,122456
11523,417532
11530,415145
11600,206880
11619,23762
11761,408145
11836,144587
11839,309863
11986,386102
12009,375932
12009,400321
12017,21853
12017,21853
12046,205663
12046,205663
12046,205663
12046,205663
12046,205663
12046,205663
12046,205663
12046,205663
12046,205663
12046,205663
12134,180182
12148,157438
12148,193554
12148,428040
12153,131873
12161,229984
12161,407078
12266,419937
12266,419937
12272,125734
12292,5470
12295,86452
12305,293279
12312,310944
12356,145721
12379,353628
12416,398926
12422,17478
12446,286859
12506,232085
12506,232085
12519,250988
12523,18553
12529,444296
12560,272976
12560,272976
12579,111830
12579,135856
12579,13951
12579,187119
12579,201128
12579,213834
12579,217558
12579,218126
12579,225261
12579,226567
12579,227869
12579,227869
12579,2543
12579,284463
12579,317819
12579,33912
12579,362972
12579,423269
12579,432011
12579,440128
12579,463493
12579,47882
12579,795
12638,403995
12722,193908
12809,17478
12809,37254
12982,278558
12982,412207
13045,161623
13123,209184
13123,294438
13136,181146
13136,44402
13136,44402
13147,135498
13151,179535
13151,265966
13151,339808
13240,399192
13271,262999
13410,231243
13455,381766
13455,381766
13455,48030
13467,251868
13486,78729
13611,15564
13655,257342
13668,135900
13668,146797
13668,200242
13668,414410
13694,197270
13749,104858
13764,8096
13787,261351
13833,104540
13833,182131
13833,60159
13916,338427
13957,277742
13997,150547
14114,19583
14114,309821
14198,5470
14324,16599
14327,23486
14362,463297
14495,451835
14505,311795
14540,109604
14540,116513
14540,171936
14540,344622
14545,160343
14545,288161
14559,262051
14618,157770
14647,235047
14673,461686
14682,13092
14704,316472
14708,340902
14710,400255
14772,71742
14786,394349
14786,394349
14796,284663
14796,284663
14802,386947
14864,228314
14864,245449
14864,286268
14885,375332
14903,206241
14926,140296
14966,422583
15046,359404
15046,72685
15124,152198
15124,176363
15124,221935
15124,323079
15147,427357
15173,314062
15190,33245
15239,171878
15239,192043
15239,195758
15239,245167
15239,372664
15239,426588
15239,445061
15239,459319
15239,461686
15299,466008
15316,390093
15318,344850
15388,191555
15460,94952
15499,408189
15500,461538
15525,2455
15529,442172
15613,237422
15615,66243
15653,371985
15653,371985
15677,320130
15685,151061
15711,332005
15723,223355
15724,340375
15819,293397
15844,187029
15852,182665
15956,422679
16065,280375
16103,398345
16158,136860
16215,167127
16215,168527
16215,447661
16229,302478
16229,302478
16336,76350
16357,332870
16391,89452
16424,137189
16424,212564
16424,306836
16424,355393
16424,392569
16424,423043
16424,69407
16506,283896
16506,363486
16506,433796
16628,428628
16655,224481
16655,308438
16722,408737
16725,111530
16766,273822
16769,418922
16887,244571
16900,240639
16900,352115
16925,337520
16930,113535
16945,383001
16975,413241
17005,328486
17028,258155
17067,354714
17069,162641
17082,32267
17126,229544
17136,23036
17165,107020
17214,392074
17234,202534
17241,156571
17281,184786
17362,465522
17476,137038
17476,37403
17476,382130
17476,382130
17476,430928
17476,437441
17476,4553
17476,457705
17476,457705
17476,47779
17476,84653
17476,84653
17503,18058
17534,29825
17535,351307
17569,229749
17591,224182
17591,458140
17629,192875
17629,230397
17629,230397
17633,105436
17676,114735
17676,119267
17676,125399
17676,125799
17676,125799
17676,12905
17676,150797
17676,158666
17676,164872
17676,171031
17676,174947
17676,176363
17676,181550
17676,187119
17676,188051
17676,190732
17676,196659
17676,197498
17676,204790
17676,219512
17676,221329
17676,231482
17676,236302
17676,237952
17676,245342
17676,245342
17676,245342
17676,253024
17676,25655
17676,267660
17676,267660
17676,270183
17676,270383
17676,278943
17676,295184
17676,298056
17676,319900
17676,341701
17676,376358
17676,37930
17676,386324
17676,399796
17676,400568
17676,436217
17676,441852
17676,443931
17676,459546
17676,546
17676,55709
17676,63543
17676,69917
17676,869
17676,95166
17746,440912
17752,266900
17784,332065
17800,387780
17857,152100
17893,374823
17924,317827
17928,24734
17943,48997
17962,108936
17962,454666
17970,415562
17976,112782
17979,357531
18029,352705
18032,277504
18060,56100
18060,56100
18092,179834
18107,108452
18123,335275
18168,283971
18195,398579
18195,398579
18197,308025
18197,317376
18224,303229
18263,51086
18263,51086
18266,340315
18288,47415
18288,47415
18332,35602
18405,37029
18424,222697
18424,222697
18424,77640
18424,77640
18573,315911
18573,416017
18573,44172
18606,211418
18614,289096
18632,466263
18660,138543
18660,265453
18660,392392
18688,338407
18771,207430
18787,341482
18878,268911
18883,111122
18883,299038
18883,435557
18911,35477
18934,119538
18977,125751
18992,76878
19052,273104
19167,458945
19184,380971
19184,448690
19192,2657
19206,288340
19206,288340
19224,411886
19232,215992
19233,188177
19233,188177
19268,244819
19271,227211
19322,273973
19322,350045
19322,36471
19322,444190
19369,193272
19389,358348
19500,355994
19506,166553
19506,166553
19589,279457
19589,379607
19589,92091
19603,308458
19603,433543
19620,133363
19641,17478
19682,46577
19780,249829
19832,405290
19849,438484
19967,242245
20018,421137
20052,403738
20058,82896
20103,228166
20103,228166
20158,149382
20167,136815
20167,136815
20178,418744
20283,48030
20296,46655
20335,296749
20335,82340
20358,193518
20362,355752
20375,55561
20389,297858
20454,438412
20460,100282
20462,298255
20549,446440
20549,91888
20570,424711
20582,170262
20666,38522
20761,265419
20761,453646
20761,96375
20787,318294
20811,202825
20815,396697
20817,164127
20832,330819
20839,23762
20854,218557
20854,23467
20870,113535
20889,317691
20912,37254
20932,111759
20984,84595
20986,121107
20986,134108
21048,462461
21070,384470
21079,60323
21189,417432
21233,46644
21283,116675
21295,51408
21295,51408
21302,171814
21311,89939
21460,169720
21483,216019
21492,111097
21492,111097
21525,60120
21574,165789
21588,391728
21593,240470
21601,296933
21604,240170
21610,122412
21610,155485
21610,155485
21610,320494
21610,436004
21610,44986
21650,377216
21673,459953
21685,141454
21712,112340
21712,126968
21712,153874
21712,16344
21712,16344
21712,268006
21712,319773
21712,349470
21712,357779
21712,363783
21712,372617
21712,395273
21712,417641
21712,55239
21712,80085
21724,118752
21724,161610
21753,4538
21775,388097
21780,134330
21800,305276
21866,173704
21866,239480
21902,91873
21976,343468
22011,324750
22035,342530
22038,332724
22079,106786
22084,165058
22084,32581
22084,445258
22090,205566
22161,398508
22181,22926
22202,63651
22276,427360
22474,158666
22596,299915
22606,375492
22606,375492
22651,86710
